,Unnamed: 0.1,Unnamed: 0,train_loss,val_loss,train_acc,val_acc
58,58.0,,0.1367115791814,0.1420028937842559,0.9556649616368288,0.957391304347826
59,59.0,,0.1369416568598716,0.1426340591645351,0.9549872122762147,0.9577536231884058
60,60.0,,0.1330293648772769,0.138035108404303,0.956150895140665,0.9580434782608696
61,61.0,,0.1351086958463675,0.1704202899364409,0.95576726342711,0.948695652173913
62,62.0,,0.1367473710401385,0.1362273000111734,0.9554347826086956,0.9618115942028984
63,63.0,,0.1235682240693397,0.1414066170928654,0.9599872122762148,0.9592753623188406
64,64.0,,0.129816337835555,0.1254620316127936,0.9575959079283888,0.9639855072463768
65,65.0,,0.1282287361282928,0.1323878007630507,0.9582992327365728,0.9606521739130436
66,66.0,,0.1229796591732237,0.1397240709651399,0.9606010230179028,0.9571739130434782
67,67.0,,0.1199407546835787,0.1188168862696599,0.9605115089514068,0.9657246376811596
68,68.0,,0.1132923502450675,0.1224537382109297,0.9625191815856776,0.9628260869565216
69,69.0,,0.1283303586145242,0.1076103633752575,0.9574168797953964,0.967608695652174
70,,,0.12019494039560455,0.12269933611430504,0.9604987212276215,0.9635507246376812
71,,,0.11642079211138433,0.13644701897822045,0.9623529411764706,0.9594202898550724
72,,,0.11267200889053687,0.10884863131300167,0.9632225063938619,0.9668840579710145
73,,,0.10968079873257214,0.10737539296624837,0.9635933503836317,0.9692028985507246
74,,,0.12304240991087521,0.11923773345296029,0.9600127877237852,0.9651449275362319
75,,,0.11442886200410868,0.10998030676058045,0.9624424552429668,0.9676086956521739
76,,,0.10644340310610977,0.12715657272686562,0.9654347826086956,0.9621014492753623
77,,,0.10682174648626958,0.1048210092164852,0.9649616368286446,0.9693478260869566
78,,,0.1098957893018629,0.10609788126829597,0.9641943734015346,0.9685507246376811
79,,,0.10392911320710493,0.11466419965856606,0.9649488491048593,0.9669565217391304
